From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	SUPFAM	Pfam	InterPro
R4JND2	R4JJJ1	reviewed	ATPS3_THYCA	Alpha-terpineol synthase, chloroplastic (EC 4.2.3.-) (Terpene synthase 5) (TcTPS5)	TPS5	Thymus caespititius (Cretan thyme) (Origanum caespititium)	601	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
R4JJJ6	R4JQT5	reviewed	GTPSC_THYCA	Gamma-terpinene synthase, chloroplastic (EC 4.2.3.114) (Terpene synthase 2) (TcTPS2)	TPS2	Thymus caespititius (Cretan thyme) (Origanum caespititium)	597	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
R4JJJ1	R4JJJ1	reviewed	ATPS3_THYCA	Alpha-terpineol synthase, chloroplastic (EC 4.2.3.-) (Terpene synthase 5) (TcTPS5)	TPS5	Thymus caespititius (Cretan thyme) (Origanum caespititium)	601	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
R4JHV9	R4JQS2	reviewed	ATPSC_THYCA	Alpha-terpineol synthase, chloroplastic (EC 4.2.3.-) (Terpene synthase 5) (TcTPS5)	TPS5	Thymus caespititius (Cretan thyme) (Origanum caespititium)	601	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
R4JHV6	R4JGL8	reviewed	GTPSB_THYCA	Gamma-terpinene synthase, chloroplastic (EC 4.2.3.114) (Terpene synthase 2) (TcTPS2)	TPS2	Thymus caespititius (Cretan thyme) (Origanum caespititium)	597	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
R4JGM2	R4JGL8	reviewed	GTPSB_THYCA	Gamma-terpinene synthase, chloroplastic (EC 4.2.3.114) (Terpene synthase 2) (TcTPS2)	TPS2	Thymus caespititius (Cretan thyme) (Origanum caespititium)	597	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
R4JGL8	R4JGL8	reviewed	GTPSB_THYCA	Gamma-terpinene synthase, chloroplastic (EC 4.2.3.114) (Terpene synthase 2) (TcTPS2)	TPS2	Thymus caespititius (Cretan thyme) (Origanum caespititium)	597	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
R4I3I0	R4I3I0	unreviewed	R4I3I0_TOBAC	5-epiaristolochene synthase (EC 4.2.3.61)		Nicotiana tabacum (Common tobacco)	466	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
R4HEK6	I1M2G5	reviewed	NES_SOYBN	Neryl diphosphate diphosphatase, chloroplastic (EC 3.1.7.13) (Nerol synthase) (GmNES)	NES GLYMA_13G250400	Glycine max (Soybean) (Glycine hispida)	534	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;
Q9ZUH4	Q9ZUH4	reviewed	TPSA_ARATH	Tricyclene synthase, chloroplastic (EC 4.2.3.105) ((E)-beta-ocimene synthase 0e23) (EC 4.2.3.106) (Myrcene synthase 1) (EC 4.2.3.15) (Terpenoid synthase 10) (AtTPS10)	TPS10 At2g24210 F27D4.12	Arabidopsis thaliana (Mouse-ear cress)	591	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9ZU77	Q9ZU77	reviewed	GGPP7_ARATH	Geranylgeranyl pyrophosphate synthase 7, chloroplastic (GGPP synthase 7) (GGPS7) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 7) (Dimethylallyltranstransferase 7) (EC 2.5.1.1) (Farnesyl diphosphate synthase 7) (Farnesyltranstransferase 7) (EC 2.5.1.29) (Geranyltranstransferase 7) (EC 2.5.1.10)	At2g18620 F24H14.3	Arabidopsis thaliana (Mouse-ear cress)	347	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;IPR053378;
Q9ZTN8	Q9ZTN8	unreviewed	Q9ZTN8_CUCMA	ent-copalyl diphosphate synthase (EC 5.5.1.13)		Cucurbita maxima (Pumpkin) (Winter squash)	823	SSF48239;SSF48576;	PF01397;	IPR008949;IPR050148;IPR044814;IPR001906;IPR036965;IPR008930;
Q9Y753	Q9Y753	reviewed	FDFT_YARLI	Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase)	SQS1 YALI0A10076g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	445	SSF48576;	PF00494;	IPR008949;IPR002060;IPR006449;IPR019845;IPR044844;IPR033904;
Q9XJ32	Q9XJ32	reviewed	VTSS1_SOLTU	Vetispiradiene synthase 1 (EC 4.2.3.21)	PVS1	Solanum tuberosum (Potato)	556	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9XEI0	Q9XEI0	reviewed	KS2_STERE	Ent-kaurene synthase 2, chloroplastic (SrKS2) (EC 4.2.3.19)	KS22-1	Stevia rebaudiana (Stevia) (Eupatorium rebaudianum)	784	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR050148;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9XEH9	Q9XEH9	reviewed	KS1_STERE	Ent-kaurene synthase 1, chloroplastic (SrKS1) (EC 4.2.3.19)	KS1-1	Stevia rebaudiana (Stevia) (Eupatorium rebaudianum)	784	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR050148;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9X839	Q9X839	reviewed	CYC2_STRCO	Germacradienol/geosmin synthase [Includes: Germacradienol/germacrene D synthase (EC 4.2.3.22) (EC 4.2.3.75) (Sesquiterpene cyclase) (Sesquiterpene synthase); Geosmin synthase (EC 4.1.99.16)]	cyc2 SCO6073 SC9B1.20	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	726	SSF48576;	PF19086;	IPR008949;IPR034686;IPR050225;
Q9WTN0	Q9WTN0	reviewed	GGPPS_MOUSE	Geranylgeranyl pyrophosphate synthase (GGPP synthase) (GGPPSase) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranylgeranyl diphosphate synthase) (Geranyltranstransferase) (EC 2.5.1.10)	Ggps1	Mus musculus (Mouse)	300	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;
Q9UWR6	Q9UWR6	reviewed	GFPS_AERPX	Geranylfarnesyl diphosphate synthase (GFPS) (EC 2.5.1.81) (Farnesylgeranyl diphosphate synthase) (FGPP synthase)	fgs	Aeropyrum pernix	318	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;
Q9UVY5	Q9UVY5	reviewed	CPSKS_GIBFU	Ent-kaur-16-ene synthase (EC 4.2.3.19) (EC 5.5.1.13) (CPS/KS) (Ent-copalyl diphosphate synthase) (Ent-kaurene synthase) (GfCPS/KS)	cps	Gibberella fujikuroi (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)	952	SSF48239;		IPR017057;IPR050148;IPR008930;
Q9UR08	Q9UR08	reviewed	ARIS_ASPTE	Aristolochene synthase (AS) (EC 4.2.3.9) (Sesquiterpene cyclase)	Ari1	Aspergillus terreus	320	SSF48576;	PF19086;	IPR008949;IPR050225;
Q9T0K1	Q9T0K1	reviewed	GBIS2_ARATH	(Z)-gamma-bisabolene synthase 2 (EC 4.2.3.40) (Terpenoid synthase 13) (AtTPS13)	TPS13 At4g13300 T9E8.40	Arabidopsis thaliana (Mouse-ear cress)	554	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9T0J9	Q9T0J9	reviewed	GBIS1_ARATH	(Z)-gamma-bisabolene synthase 1 (EC 4.2.3.40) (Terpenoid synthase 12) (AtTPS12)	TPS12 At4g13280 T9E8.20	Arabidopsis thaliana (Mouse-ear cress)	554	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9SYN1	Q9SYN1	reviewed	PEN6_ARATH	Seco-amyrin synthase (EC 5.4.99.52) (EC 5.4.99.54) (Alpha-seco-amyrin synthase) (Beta-seco-amyrin synthase) (Pentacyclic triterpene synthase 6) (AtPEN6)	PEN6 At1g78500 T30F21.16	Arabidopsis thaliana (Mouse-ear cress)	767	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9SXV6	Q9SXV6	reviewed	CAS1_GLYGL	Cycloartenol synthase (EC 5.4.99.8)	GgCAS1	Glycyrrhiza glabra (Licorice)	757	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9SW77	Q9SW77	unreviewed	Q9SW77_GOSAR	(+)-delta-cadinene synthase (EC 4.2.3.13)	CAD1-C1	Gossypium arboreum (Tree cotton) (Gossypium nanking)	508	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9SW76	Q9SW76	unreviewed	Q9SW76_MENLO	Limonene synthase		Mentha longifolia (Horse mint) (Mentha spicata var. longifolia)	599	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9SSZ2	Q9SSZ2	unreviewed	Q9SSZ2_9ASPA	Terpene cyclase/mutase family member (EC 5.4.99.-)	ALLOSC1	Allium macrostemon	762	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR008930;
Q9SSU8	Q9SSU8	reviewed	PSY_DAUCA	Phytoene synthase, chloroplastic (EC 2.5.1.32)	PSY	Daucus carota (Wild carrot)	398	SSF48576;	PF00494;	IPR008949;IPR002060;IPR019845;IPR044843;IPR033904;
Q9SSU5	Q9SSU5	unreviewed	Q9SSU5_LUFAE	Terpene cyclase/mutase family member (EC 5.4.99.-)	LcOSC2	Luffa aegyptiaca (Sponge gourd) (Luffa cylindrica)	760	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9SPN1	Q9SPN1	reviewed	LLOS5_ARTAN	R-linalool synthase QH5, chloroplastic (EC 4.2.3.26)	QH5	Artemisia annua (Sweet wormwood)	583	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9SLW3	Q9SLW3	unreviewed	Q9SLW3_OLEEU	Terpene cyclase/mutase family member (EC 5.4.99.-)	OEW	Olea europaea (Common olive)	758	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9SLW1	Q9SLW1	unreviewed	Q9SLW1_TAROF	Terpene cyclase/mutase family member (EC 5.4.99.-)	TRW	Taraxacum officinale (Common dandelion) (Leontodon taraxacum)	758	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9SLW0	Q9SLW0	unreviewed	Q9SLW0_TAROF	Terpene cyclase/mutase family member (EC 5.4.99.-)	TRV	Taraxacum officinale (Common dandelion) (Leontodon taraxacum)	758	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9SLP9	Q9SLP9	reviewed	CAS1_LUFAE	Cycloartenol synthase (LcCAS1) (EC 5.4.99.8)	CAS1	Luffa aegyptiaca (Sponge gourd) (Luffa cylindrica)	765	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9SLG2	Q9SLG2	reviewed	GGPP4_ARATH	Geranylgeranyl pyrophosphate synthase 4 (GGPP synthase 4) (GGPS4) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 4) (EC 2.5.1.10) (Dimethylallyltranstransferase 4) (EC 2.5.1.1) (Farnesyl diphosphate synthase 4) (Farnesyltranstransferase 4) (Geranylgeranyl diphosphate synthase 4) (EC 2.5.1.29) (Geranyltranstransferase 4)	GGPP4 GGPS3 At2g18640 F24H14.2	Arabidopsis thaliana (Mouse-ear cress)	372	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;IPR053378;
Q9SDW9	Q9SDW9	reviewed	BSS_BOTBR	Squalene synthase BSS (EC 2.5.1.21)	BSS	Botryococcus braunii (Green alga)	461	SSF48576;	PF00494;	IPR008949;IPR002060;IPR006449;IPR019845;IPR044844;IPR033904;
Q9SAK2	Q9SAK2	reviewed	KSB_ARATH	Ent-kaur-16-ene synthase, chloroplastic (EC 4.2.3.19) (Ent-kaurene synthase) (AtKS) (Ent-kaurene synthase B) (KSB) (Protein GA REQUIRING 2)	GA2 KS KS1 TPSGA2 At1g79460 T8K14.12	Arabidopsis thaliana (Mouse-ear cress)	785	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR050148;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9P885	Q9P885	reviewed	GGPPS_MUCCL	Geranylgeranyl pyrophosphate synthase (GGPP synthase) (GGPPSase) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranylgeranyl diphosphate synthase) (Geranyltranstransferase) (EC 2.5.1.10)	carG	Mucor circinelloides f. lusitanicus (Mucor racemosus var. lusitanicus)	303	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;
Q9NH03	Q9NH03	reviewed	FPS_DICDI	Farnesyl diphosphate synthase (Dfps) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Geranyltranstransferase)	fps DDB_G0278735	Dictyostelium discoideum (Social amoeba)	382	SSF48576;	PF00348;	IPR039702;IPR008949;IPR000092;IPR033749;
Q9MB42	Q9MB42	reviewed	BAMS_GLYGL	Beta-amyrin synthase (EC 5.4.99.39)	GgbAS1	Glycyrrhiza glabra (Licorice)	765	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9M7D1	Q9M7D1	reviewed	TPSD8_ABIGR	Beta-phellandrene synthase, chloroplastic (EC 4.2.3.52) ((-)-(4S)-beta-phellandrene synthase) (Agg-Bphe)	ag8 agc8	Abies grandis (Grand fir) (Pinus grandis)	630	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR050148;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9M7D0	Q9M7D0	reviewed	TPSD9_ABIGR	Terpinolene synthase, chloroplastic (EC 4.2.3.113) (Aggteo)	ag9 agc9	Abies grandis (Grand fir) (Pinus grandis)	630	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR050148;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9M7C9	Q9M7C9	reviewed	TPSDB_ABIGR	Limonene/alpha-pinene synthase, chloroplastic ((-)-(1S,5S)-alpha-pinene synthase) (EC 4.2.3.119) ((-)-(4S)-limonene synthase) (EC 4.2.3.16) (Agg-pin2)	ag11 agc11	Abies grandis (Grand fir) (Pinus grandis)	637	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR050148;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9LVY2	Q9LVY2	reviewed	PEN3_ARATH	Tirucalladienol synthase (EC 5.4.99.56) (Pentacyclic triterpene synthase 3) (AtPEN3)	PEN3 At5g36150 MAB16.10	Arabidopsis thaliana (Mouse-ear cress)	760	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9LVP7	Q9LVP7	reviewed	TPS16_ARATH	Putative terpenoid synthase 16 (AtTPS16) (EC 4.2.3.-)	TPS16 At3g29110 MXE2.1	Arabidopsis thaliana (Mouse-ear cress)	595	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9LUE2	Q9LUE2	reviewed	TPS18_ARATH	Terpenoid synthase 18 (AtTPS18) (EC 4.2.3.-)	TPS18 At3g14520 MIE1.2	Arabidopsis thaliana (Mouse-ear cress)	605	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9LUE1	Q9LUE1	reviewed	GGPP9_ARATH	Geranylgeranyl pyrophosphate synthase 9, chloroplastic (GGPP synthase 9) (GGPS9) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 9) (Dimethylallyltranstransferase 9) (EC 2.5.1.1) (Farnesyl diphosphate synthase 9) (Farnesyltranstransferase 9) (EC 2.5.1.29) (Geranyltranstransferase 9) (EC 2.5.1.10)	GGPPS9 GGPPS6 At3g14530 MIE1.3	Arabidopsis thaliana (Mouse-ear cress)	360	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;IPR053378;
Q9LUE0	Q9LUE0	reviewed	TPS19_ARATH	Terpenoid synthase 19 (AtTPS19) (EC 4.2.3.-)	TPS19 At3g14540 MIE1.4	Arabidopsis thaliana (Mouse-ear cress)	602	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9LUD9	Q9LUD9	reviewed	GGPP3_ARATH	Geranylgeranyl pyrophosphate synthase 3, chloroplastic (GGPP synthase 3) (GGPS3) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 3) (Dimethylallyltranstransferase 3) (EC 2.5.1.1) (Farnesyl diphosphate synthase 3) (Farnesyltranstransferase 3) (EC 2.5.1.29) (Geranyltranstransferase 3) (EC 2.5.1.10)	GGPP3 At3g14550 MIE1.5	Arabidopsis thaliana (Mouse-ear cress)	360	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;IPR053378;
Q9LRZ6	Q9LRZ6	reviewed	MYRS2_ARATH	Beta-myrcene/(E)-beta-ocimene synthase 2, chloroplastic (EC 4.2.3.15) (Terpenoid synthase 24) (AtTPS24)	TPS24 At3g25810 K13N2.7	Arabidopsis thaliana (Mouse-ear cress)	598	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9LRR2	Q9LRR2	reviewed	TPS17_ARATH	Terpenoid synthase 17 (AtTPS17) (EC 4.2.3.-)	TPS17 At3g14490 MOA2.12	Arabidopsis thaliana (Mouse-ear cress)	601	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9LRH8	Q9LRH8	reviewed	BAMS_PEA	Beta-amyrin synthase (EC 5.4.99.39)	OSCPSY	Pisum sativum (Garden pea) (Lathyrus oleraceus)	758	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9LRH7	Q9LRH7	reviewed	ABAMS_PEA	Mixed-amyrin synthase (EC 5.4.99.39) (EC 5.4.99.40)	OSCPSM	Pisum sativum (Garden pea) (Lathyrus oleraceus)	764	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9LLR9	Q9LLR9	reviewed	ECS1_ARTAN	Epi-cedrol synthase (EC 4.2.3.39) (8-epicedrol synthase)	ECS1	Artemisia annua (Sweet wormwood)	547	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9LJY2	Q9LJY2	reviewed	GGPPA_ARATH	Geranylgeranyl pyrophosphate synthase 10, mitochondrial (GGPP synthase 10) (GGPS10) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 10) (Dimethylallyltranstransferase 10) (EC 2.5.1.1) (Farnesyl diphosphate synthase 10) (Farnesyltranstransferase 10) (EC 2.5.1.29) (Geranyltranstransferase 10) (EC 2.5.1.10)	At3g20160 MAL21.19	Arabidopsis thaliana (Mouse-ear cress)	344	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;IPR053378;
Q9LIA0	Q9LIA0	reviewed	GGPPB_ARATH	Geranylgeranyl pyrophosphate synthase 11, chloroplastic (GGPP synthase 11) (GGPS11) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 11) (Dimethylallyltranstransferase 11) (EC 2.5.1.1) (Farnesyl diphosphate synthase 11) (Farnesyltranstransferase 11) (EC 2.5.1.29) (Geranyltranstransferase 11) (EC 2.5.1.10)	At3g29430 MUO10.10	Arabidopsis thaliana (Mouse-ear cress)	357	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;IPR053378;
Q9LHR4	Q9LHR4	reviewed	GGPPC_ARATH	Geranylgeranyl pyrophosphate synthase 12, chloroplastic (GGPP synthase 12) (GGPS12) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 12) (Dimethylallyltranstransferase 12) (EC 2.5.1.1) (Farnesyl diphosphate synthase 12) (Farnesyltranstransferase 12) (EC 2.5.1.29) (Geranyltranstransferase 12) (EC 2.5.1.10)	At3g32040 F1M23.7	Arabidopsis thaliana (Mouse-ear cress)	360	SSF48576;	PF00348;	IPR008949;IPR000092;IPR033749;IPR053378;
Q9K499	Q9K499	reviewed	CYC1_STRCO	Epi-isozizaene synthase (EIZS) (EC 4.2.3.37) (Sesquiterpene cyclase) (Sesquiterpene synthase)	cyc1 SCO5222 SC7E4.19	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	361	SSF48576;	PF19086;	IPR008949;IPR034686;IPR050225;
Q9HGZ6	Q9HGZ6	reviewed	FDFT_CANGA	Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase)	ERG9 CAGL0M07095g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	443	SSF48576;	PF00494;	IPR008949;IPR002060;IPR006449;IPR019845;IPR044844;IPR033904;
Q9FZI2	Q9FZI2	reviewed	LUP5_ARATH	Lupeol synthase 5 (AtLUP5) (EC 5.4.99.-)	LUP5 At1g66960 F1O19.4	Arabidopsis thaliana (Mouse-ear cress)	763	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9FXY7	Q9FXY7	reviewed	FARS_ARTAN	(E)-beta-farnesene synthase (AaFS) (EC 4.2.3.47) (Terpene synthase 10)	CASC125	Artemisia annua (Sweet wormwood)	577	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9FXV8	Q9FXV8	unreviewed	Q9FXV8_LACSA	Ent-kaurene synthase No1	LsKS1	Lactuca sativa (Garden lettuce)	788	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR050148;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9FV72	Q9FV72	unreviewed	Q9FV72_PERFR	Limonene synthase		Perilla frutescens (Beefsteak mint) (Perilla ocymoides)	603	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9FUW5	Q9FUW5	unreviewed	Q9FUW5_9LAMI	(+)-4R-limonene synthase		Schizonepeta tenuifolia	620	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9FT37	Q9FT37	reviewed	TASY_TAXCH	Taxadiene synthase (EC 4.2.3.17) (Taxa-4(5),11(12)-diene synthase)	TDC1	Taxus chinensis (Chinese yew) (Taxus wallichiana var. chinensis)	862	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR050148;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9FR95	Q9FR95	reviewed	PEN1_ARATH	Arabidiol synthase (EC 4.2.1.124) (Pentacyclic triterpene synthase 1) (AtPEN1)	PEN1 04C11 At4g15340 dl3715c FCAALL.158	Arabidopsis thaliana (Mouse-ear cress)	766	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9FQM1	Q9FQM1	unreviewed	Q9FQM1_ABIMA	Terpene cyclase/mutase family member (EC 5.4.99.-)	CAS1	Abies magnifica (California red fir) (Abies amabilis var. magnifica)	756	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9FQ27	Q9FQ27	reviewed	TPSGB_SOLHA	(E,E)-germacrene B synthase (EC 4.2.3.71)	SSTLH1	Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)	544	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9FQ26	Q9FQ26	unreviewed	Q9FQ26_SOLHA	Sesquiterpene synthase 2	SSTLH2	Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)	546	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
Q9FJV8	Q9FJV8	reviewed	PEN5_ARATH	Marneral synthase (AtMRN1) (EC 5.4.99.53) (Pentacyclic triterpene synthase 5) (AtPEN5)	MRN1 PEN5 At5g42600 MFO20.1	Arabidopsis thaliana (Mouse-ear cress)	761	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9FI37	Q9FI37	reviewed	PEN4_ARATH	Thalianol synthase 1 (AtTHAS1) (EC 5.4.99.31) (Oxidosqualene cyclase) (Pentacyclic triterpene synthase 4) (AtPEN4)	THAS1 OSC PEN4 At5g48010 MDN11.9	Arabidopsis thaliana (Mouse-ear cress)	766	SSF48239;	PF13243;PF13249;	IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;
Q9F1Y6	Q9F1Y6	reviewed	MIBS_STRCO	2-methylisoborneol synthase (2-MIB synthase) (EC 4.2.3.118)	SCO7700 SC1A4.08 SCBAC12C8.01	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	440	SSF48576;	PF19086;	IPR008949;IPR047945;IPR034686;IPR050225;
Q9F1V8	Q9F1V8	reviewed	MIBS_STRGR	2-methylisoborneol synthase (2-MIB synthase) (EC 4.2.3.118)		Streptomyces griseus	437	SSF48576;	PF19086;	IPR008949;IPR047945;IPR034686;IPR050225;
Q9C748	Q9C748	reviewed	TPS28_ARATH	Terpenoid synthase 28 (AtTPS28) (EC 4.2.3.-)	TPS28 At1g48800 F11I4_3	Arabidopsis thaliana (Mouse-ear cress)	603	SSF48239;SSF48576;	PF01397;PF03936;	IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR005630;IPR008930;
