Uniprot ID,Substrate (including stereochemistry),Name of product,Class (I or II)
A1C8C3,"(2E,6E,10E,14E)-GFPP",ophiobolin F,Class I
A1C8C3,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
A1C8C3,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
A1C8C3,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0SJQ5,"(2E,6E)-FPP",squalene,prenyl
A0RZI3,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0RZI3,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
A0RZI2,"(2E,6E)-FPP",(-)-cubebol,Class I
A0A8K1AY78,"(2E,6E,10E)-GGPP",talarodiene,Class I
A0A8F4SPZ5,"(2E,6E,10E,14E)-GFPP",preterpestacin I,Class I
A0A8F4SPY9,"(2E,6E,10E,14E)-GFPP",preasperterpenoid A,Class I
A0A8F4SNK9,"(2E,6E,10E,14E)-GFPP",ophiobolin F,Class I
A0A8F4SNK4,"(2E,6E,10E,14E)-GFPP",sesterorbiculene,Class I
A0A8F4SKU0,"(2E,6E,10E,14E)-GFPP",(-)-variculatriene B,Class I
A0A8F4SKT7,"(2E,6E,10E,14E)-GFPP",(-)-variculatriene B,Class I
A0A8F4SK87,"(2E,6E,10E)-GGPP",GJ1012 C,Class I
A0A8F4SK87,"(2E,6E,10E)-GGPP",variediene,Class I
A0A8F4SK84,"(2E,6E,10E)-GGPP",GJ1012 C,Class I
A0A8F4SK84,"(2E,6E,10E)-GGPP",variediene,Class I
A0A8F4SK83,"(2E,6E,10E,14E)-GFPP",betaestacin I,Class I
A0A8F4SK79,"(2E,6E,10E,14E)-GFPP",(-)-variculatriene B,Class I
A0A8F4PQP7,"(2E,6E,10E,14E)-GFPP",(-)-variculatriene B,Class I
A0A8F4PQI4,"(2E,6E,10E,14E)-GFPP",sesterbrasiliatriene,Class I
A0A8F4PQH5,"(2E,6E,10E)-GGPP",variediene,Class I
A0A8F4PQH5,"(2E,6E,10E)-GGPP",geranylgeraniol,Class I
A0A8F4PPJ2,"(2E,6E,10E,14E)-GFPP","(2E,6E,10E,14E)-geranylfarnesol",Class I
A0A8F4PPJ2,"(2E,6E,10E)-GGPP",GJ1012 C,Class I
A0A8F4PPJ2,"(2E,6E,10E)-GGPP",variediene,Class I
A0A8F4PPI6,"(2E,6E,10E,14E)-GFPP",variculatriene A,Class I
A0A8F4PPI6,"(2E,6E,10E,14E)-GFPP",clavaphyllene,Class I
A0A8F4PPI6,"(2E,6E,10E,14E)-GFPP",β-geranylfarnesene,Class I
A0A8F4PPH7,"(2E,6E,10E,14E)-GFPP",Brassiteraene A,Class I
A0A8F4PPH7,"(2E,6E,10E,14E)-GFPP",Brassiteraene B,Class I
A0A8F4PP18,"(2E,6E,10E,14E)-GFPP",preterpestacin I,Class I
A0A8F4PNT7,"(2E,6E,10E,14E)-GFPP",preasperterpenoid A,Class I
A0A8F4PNT1,"(2E,6E,10E,14E)-GFPP",fusaproliferene,Class I
A0A8F4PNT1,"(2E,6E,10E,14E)-GFPP",betaestacin I,Class I
A0A8F4PNJ7,"(2E,6E,10E,14E)-GFPP",(-)-variculatriene B,Class I
A0A8F4PMY5,"(2E,6E,10E,14E)-GFPP",sesterorbiculene,Class I
A0A8F4PMX6,"(2E,6E,10E,14E)-GFPP",betaestacin I,Class I
A0A8F4PMV8,"(2E,6E,10E,14E)-GFPP","(2E,6E,10E,14E)-geranylfarnesol",Class I
A0A8F4PMV8,"(2E,6E,10E)-GGPP",geranylgeraniol,Class I
A0A7S5L3J3,"(2E,6E)-FPP",α-farnesene,Class I
A0A7S5L3J3,"(2E,6E)-FPP",(6E)-nerolidol,Class I
A0A7S5L3J3,"(2E,6E)-FPP",alpha-Bisabolol,Class I
A0A7S5L3J3,(2E)-GPP,geraniol,Class I
A0A7S5L3H2,"(2E,6E)-FPP",(6E)-nerolidol,Class I
A0A7S5L3H2,(2E)-GPP,linalool,Class I
A0A7S5L3H2,"(2E,6E,10E)-GGPP",geranyllinalool,Class I
A0A7S5L324,"(2E,6E)-FPP",(6E)-nerolidol,Class I
A0A7S5L324,"(2E,6E)-FPP",cis-α-bergamotene,Class I
A0A7S5L324,"(2E,6E)-FPP",α-farnesene,Class I
A0A7S5L324,(2E)-GPP,linalool,Class I
A0A7S5L324,"(2E,6E,10E)-GGPP",geranyllinalool,Class I
A0A7S5GI44,"(2E,6E)-FPP",(6E)-nerolidol,Class I
A0A7S5GI44,"(2E,6E)-FPP",cis-α-begamotene,Class I
A0A7S5GI44,"(2E,6E)-FPP",α-farnesene,Class I
A0A7S5GI43,"(2E,6E)-FPP",(6E)-nerolidol,Class I
A0A7S5GI43,"(2E,6E)-FPP",alpha-Bisabolol,Class I
A0A7L7SG75,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A7L7SES4,(2E)-GPP,"1,8-cineole",Class I
A0A7L7SCQ9,"(2E,6E)-FPP",(−)-germacrene D,Class I
A0A7L7S8U7,"(2E,6E)-FPP",δ-elemene,Class I
A0A7L7S5T2,"(2E,6E)-FPP",δ-cadinene,Class I
A0A7L7S5T2,(2E)-GPP,α-pinene,Class I
A0A7G5KLV3,(2E)-GPP,geraniol,Class I
A0A7G5KLV2,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
A0A7G5KLV1,"(2E,6E)-FPP",β-ylangene,Class I
A0A7G5KLV1,"(2E,6E)-FPP",β-cubebene,Class I
A0A7G5KLV1,"(2E,6E)-FPP",β-copaene,Class I
A0A7G5KLV0,(2E)-GPP,β-pinene,Class I
A0A7G5KLV0,(2E)-GPP,β-thujene,Class I
A0A7G5KLV0,(2E)-GPP,α-terpinene,Class I
A0A7G5KLV0,(2E)-GPP,sabinene,Class I
A0A7D0AGU9,(2E)-GPP,geraniol,Class I
A0A6S6QR11,"(2E,6E,10E)-GGPP",premutilin,Class II
A0A6P8ANR6,"(2E,6E,10E)-GGPP",fusicocccadiene,Class I
A0A6P8ANR6,"(2E,6E,10E,14E)-GFPP","(2E,6E,10E,14E)-geranylfarnesol",Class I
A0A6P6W6H5,(2E)-GPP,β-pinene,Class I
A0A6P6W6H5,(2E)-GPP,sabinene,Class I
A0A6P6W6H5,(2E)-GPP,α-pinene,Class I
A0A6P6W6H5,(2E)-GPP,limonene,Class I
A0A6P6W6H5,(2E)-GPP,terpinolene,Class I
A0A6P6W6H5,(2E)-GPP,β-myrcene,Class I
A0A6M6CDA0,(2E)-GPP,"1,8-cineole",Class I
A0A6M6CCT4,(2E)-GPP,(+)-sabinene,Class I
A0A6M6CCF6,(2E)-GPP,(+)-bornyl diphosphate,Class I
A0A6G7GHF5,"(2E,6E,10E,14E)-GFPP",ophiobolin F,Class I
A0A6C0TLK1,"(2E,6E)-FPP",longifolene,Class I
A0A6C0TL59,"(2E,6E)-FPP",cedrol,Class I
A0A6C0TJK8,"(2E,6E)-FPP",(−)-germacrene D,Class I
A0A6C0THV5,"(2E,6E)-FPP",zingiberene,Class I
A0A6C0QES1,"(2E,6E)-FPP",δ-cadinene,Class I
A0A6B8N4Y9,"(2E,6E)-FPP",germacrene D-4-ol,Class I
A0A6B8N100,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
A0A6B8MS60,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A6A6W5M9,"(2E,6E,10E)-GGPP",penichrysol,Class I
A0A6A6W5M9,"(2E,6E,10E)-GGPP",phomopsene,Class I
A0A678QA10,"(2E,6E,10E)-GGPP",miltiradiene,Class II
A0A650A872,"(2E,6E)-FPP",zingiberene,Class I
A0A650A872,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
A0A650A7N9,"(2E,6E)-FPP",zingiberene,Class I
A0A650A7N9,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
A0A650A7N6,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
A0A650A7N6,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
A0A650A7M1,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
A0A650A7M1,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
A0A650A7K4,"(2E,6E)-FPP",zingiberene,Class I
A0A650A7K4,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
A0A650A7I8,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
A0A650A7I8,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
A0A650A7H3,"(2E,6E)-FPP",zingiberene,Class I
A0A650A7H3,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
A0A5S9I252,"(2E,6E)-FPP",trichobrasilenol,Class I
A0A5S9I252,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
A0A5S9I252,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A5S9I252,"(2E,6E)-FPP",(E)-2-epi-β-caryophyllene,Class I
A0A5S9I252,"(2E,6E)-FPP",(+)-isoafricanol,Class I
A0A5S9I252,"(2E,6E)-FPP","(+)-(2S,3R,9R)-pristinol",Class I
A0A5S9I252,"(2E,6E)-FPP",african-3-ene,Class I
A0A5S9I252,"(2E,6E)-FPP",african-1-ene,Class I
A0A5Q0QU70,"(2E,6E)-FPP",α-muurolene,Class I
A0A5Q0QU70,"(2E,6E)-FPP",γ-muurolene,Class I
A0A5Q0QU70,"(2E,6E)-FPP",δ-cadinene,Class I
A0A5Q0QU70,"(2E,6E)-FPP",δ-cadinol,Class I
A0A5Q0QSI8,"(2E,6E)-FPP",viridiflorene,Class I
A0A5Q0QSI8,"(2E,6E)-FPP",viridiflorol,Class I
A0A5Q0QRJ3,"(2E,6E)-FPP",δ-cadinene,Class I
A0A5Q0QRJ3,"(2E,6E)-FPP",α-muurolene,Class I
A0A5Q0QRJ3,"(2E,6E)-FPP",γ-muurolene,Class I
A0A5Q0QRJ3,"(2E,6E)-FPP",α-selinene,Class I
A0A5Q0QRJ3,"(2E,6E)-FPP",(+)-β-selinene,Class I
A0A5Q0QRJ3,"(2E,6E)-FPP",δ-cadinol,Class I
A0A5Q0QRJ3,"(2E,6E)-FPP",α-cadinol,Class I
A0A5Q0QP64,"(2E,6E)-FPP",δ-cadinene,Class I
A0A5Q0QNJ2,"(2E,6E)-FPP",viridiflorene,Class I
A0A5Q0QNH9,"(2E,6E)-FPP",Δ6-protoilludene,Class I
A0A5Q0QN66,"(2E,6E)-FPP",Δ6-protoilludene,Class I
A0A5Q0QMX1,"(2E,6E)-FPP",γ-muurolen,Class I
A0A5Q0QMX1,"(2E,6E)-FPP",α-selinene,Class I
A0A5Q0QMX1,"(2E,6E)-FPP",δ-cadinene,Class I
A0A5Q0QMX1,"(2E,6E)-FPP",(−)-β-elemene,Class I
A0A5Q0QMX1,"(2E,6E)-FPP",(+)-β-selinene,Class I
A0A5Q0QMX1,"(2E,6E)-FPP",β-cadinene,Class I
A0A5Q0QMX0,"(2E,6E)-FPP",γ-muurolene,Class I
A0A5Q0QMX0,"(2E,6E)-FPP",δ-cadinene,Class I
A0A5Q0QMX0,"(2E,6E)-FPP",β-cadinene,Class I
A0A5K6WHY7,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
A0A4Y5QVX6,"(2E,6E)-FPP",hedycaryol,Class I
A0A4Y5QVX4,(2E)-GPP,(4S)-limonene,Class I
A0A4Y5L9K3,"(2E,6E)-FPP","(1E,4E)-germacrene B",Class I
A0A4S8MAF3,"(2E,6E)-FPP",Δ6-protoilludene,Class I
A0A482IC14,"(2E,6E)-FPP",cedrol,Class I
A0A482AJV9,"(2E,6E)-FPP",(−)-germacrene D,Class I
A0A411JJ93,"(S)-2,3-epoxysqualene",lupeol,Class II
A0A411JJ93,"(S)-2,3-epoxysqualene",β-amyrin,Class II
A0A3S9GVB5,"(2E,6E)-FPP",alpha-Ylangene,Class I
A0A3S9GVB5,"(2E,6E)-FPP",(−)-β-elemene,Class I
A0A3S9GVB5,"(2E,6E)-FPP",(-)-Aristolene,Class I
A0A3S9GVB5,"(2E,6E)-FPP",β-copaene,Class I
A0A3S9GVB5,"(2E,6E)-FPP",α-muurolene,Class I
A0A3S9GVB5,"(2E,6E)-FPP",(Z)-α-bisabolene,Class I
A0A3S9GV71,"(2E,6E)-FPP",nerolidol,Class I
A0A3S9GV71,(2E)-GPP,linalool,Class I
A0A3Q9FFM1,"(2E,6E,10E,14E)-GFPP",preasperterpenoid A,Class I
A0A3L6G998,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A3L6G2C1,"(2E,6E)-FPP","7-epi-ent-eudesmane-5,11-diol",Class I
A0A3G9F1F9,"(2E,6E)-FPP",β-eudesmol,Class I
A0A3G9EY38,"(2E,6E)-FPP",β-eudesmol,Class I
A0A3G9EJV0,"(2E,6E)-FPP","(1E,4E)-germacrene B",Class I
A0A3G9EJT8,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A3G9ED98,"(2E,6E)-FPP",(−)-germacrene D,Class I
A0A3G9EAS3,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A3G1QTS7,ent-copalyl diphosphate,ent-kaurene,Class I
A0A3G1HQN7,"(2E,6E)-FPP",δ-cadinol,Class I
A0A3G1DJL2,"(2E,6E)-FPP",squalene,prenyl
A0A396GKK7,"(S)-2,3-epoxysqualene",β-amyrin,Class II
A0A386JV86,"(2E,6E)-FPP",(Z)-α-bisabolene,Class I
A0A385AJN0,"(2E,6E)-FPP",trans-β-farnesene,Class I
A0A385AJM7,"(2E,6E)-FPP","(2S,3R,6S,9S)-(−)-protoillud-7-ene",Class I
A0A385AJM7,"(2E,6E)-FPP",(−)-β-elemene,Class I
A0A385AJM7,"(2E,6E)-FPP",(-)-Aristolene,Class I
A0A385AJM7,"(2E,6E)-FPP",β-copaene,Class I
A0A385AJM7,"(2E,6E)-FPP",germacrene A,Class I
A0A385AJM7,"(2E,6E,10E)-GGPP",(R)-cembrene A,Class I
A0A385AJM7,"(2E,6E)-FPP",trans-β-farnesene,Class I
A0A385AJM6,"(2E,6E)-FPP",(−)-β-elemene,Class I
A0A385AJM6,"(2E,6E)-FPP",(+)-valencene,Class I
A0A385AJM6,"(2E,6E)-FPP",α-selinene,Class I
A0A385AJM6,"(2E,6E)-FPP",(−)-7-epi-α-selinene,Class I
A0A385AJM4,"(2E,6E)-FPP","(2S,3R,6S,9S)-(−)-protoillud-7-ene",Class I
A0A385AJM2,"(2E,6E)-FPP","(2S,3R,6S,9S)-(−)-protoillud-7-ene",Class I
A0A385AJL4,"(2E,6E)-FPP","(2S,3R,6S,9S)-(−)-protoillud-7-ene",Class I
A0A348FUE1,"(2E,6E,10E)-GGPP","5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
A0A348FUE1,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A348FUE1,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
A0A348DU52,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A348B793,(2E)-GPP,β-myrcene,Class I
A0A348B793,(2E)-GPP,linalool,Class I
A0A348B790,"(2E,6E)-FPP",Δ6-protoilludene,Class I
A0A348B788,"(2E,6E)-FPP",pentalenene,Class I
A0A348B788,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A348B784,"(2E,6E)-FPP",Δ6-protoilludene,Class I
A0A348B782,"(2E,6E)-FPP",δ-cadinene,Class I
A0A348B782,"(2E,6E)-FPP",bicyclogermacrene,Class I
A0A348B782,"(2E,6E)-FPP",bicycloelemene,Class I
A0A348B782,"(2E,6E)-FPP",(−)-α-gurjunene,Class I
A0A348B782,"(2E,6E)-FPP",9-epi-(E)-caryophylene,Class I
A0A348B782,"(2E,6E)-FPP",bicyclosesquiphellandrene,Class I
A0A348B781,"(2E,6E)-FPP",δ-cadinene,Class I
A0A348B781,"(2E,6E)-FPP",β-elemene,Class I
A0A348B781,"(2E,6E)-FPP",γ-cadinene,Class I
A0A348B781,"(2E,6E)-FPP",α-cadinene,Class I
A0A348B780,"(2E,6E)-FPP",α-copaene,Class I
A0A348B780,"(2E,6E)-FPP",β-copaene,Class I
A0A348B780,"(2E,6E)-FPP",α-muurolene,Class I
A0A348B780,"(2E,6E)-FPP",γ-muurolene,Class I
A0A348B780,"(2E,6E)-FPP",δ-cadinene,Class I
A0A348B779,"(2E,6E)-FPP",α-copaene,Class I
A0A348B779,"(2E,6E)-FPP",β-copaene,Class I
A0A348B779,"(2E,6E)-FPP",α-muurolene,Class I
A0A348B779,"(2E,6E)-FPP",γ-muurolene,Class I
A0A348B779,"(2E,6E)-FPP",δ-cadinene,Class I
A0A348AUW1,"(2E,6E)-FPP",valerianol,Class I
A0A348AUW0,"(2E,6E)-FPP",valerianol,Class I
A0A348AUV9,"(2E,6E)-FPP",valerianol,Class I
A0A348AUV7,"(2E,6E)-FPP",valerianol,Class I
A0A348AUV6,"(2E,6E)-FPP",valerianol,Class I
A0A348AUV5,"(2E,6E)-FPP",valerianol,Class I
A0A345ZQ22,"(2E,6E,10E)-GGPP","labd-13-en-8,15-diol",Class II
A0A343W970,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
A0A343W969,"(2E,6E)-FPP","(1S,6S,7R)-sesquipiperitol",Class I
A0A2Z6FZ31,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
A0A2Z6FZ31,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A2Z6FZ31,"(2E,6E,10E,14E)-GFPP",betaestacin I,Class I
A0A2Z6E9F0,(2E)-GPP,β-phellandrene,Class I
A0A2Z6E967,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A2Z6AQX7,"(2E,6E,10E,14E)-GFPP",sesterbrasiliatriene,Class I
A0A2Z6AQX7,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
A0A2Z6AQX7,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
A0A2Z6AQX7,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A2Z6AQX6,"(2E,6E,10E,14E)-GFPP",preasperterpenoid A,Class I
A0A2Z6AQX6,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
A0A2Z6AQX6,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
A0A2Z6AQX6,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A2R4QKX7,"(2E,6E)-FPP",α-copaene,Class I
A0A2R4QKX7,"(2E,6E)-FPP",β-cadinene,Class I
A0A2P2MRY0,"(S)-2,3-epoxysqualene",germanicol,Class II
A0A2L0VXR0,"(2E,6E,10E)-GGPP",premutilin,Class II
A0A2K9RG07,"(2E,6E,10E)-GGPP",(+)-kolavenyl diphosphate,Class II
A0A2K9RFZ7,"(2E,6E,10E)-GGPP",peregrinol diphosphate(3−),Class II
A0A2K9RFY0,ent-copalyl diphosphate,ent-kaurene,Class I
A0A2A2D8W5,"(2E,6E)-FPP",(−)-β-elemene,Class I
A0A2A2D8W5,"(2E,6E)-FPP",Shyobunol,Class I
A0A2A2D8W5,"(2E,6E)-FPP",elemol,Class I
A0A2A2D8W5,"(2E,6E)-FPP",(6E)-nerolidol,Class I
A0A2A2D8W5,"(2E,6E)-FPP",(+)-4-epi-cubebol,Class I
A0A2A2D8W5,"(2E,6E,10E)-GGPP",albireticulene,Class I
A0A291SJC7,"(2E,6E)-FPP",(+)-isoafricanol,Class I
A0A291LSD6,"(2E,6E)-FPP",(+)-β-selinene,Class I
A0A290U6P6,"(2E,6E)-FPP",(−)-germacrene A,Class I
A0A290U6N1,"(2E,6E)-FPP",β-cubebene,Class I
A0A290U6N1,"(2E,6E)-FPP",α-copaene,Class I
A0A290U6M6,"(2E,6E)-FPP",β-cadinene,Class I
A0A290U6M0,"(2E,6E)-FPP",allo-aromadendrene,Class I
A0A286R621,"(2E,6E)-FPP",prespatane,Class I
A0A284RNH4,"(2E,6E)-FPP",Δ6-protoilludene,Class I
A0A1Z3GCD1,(+)-copalyl diphosphate,"isopimara-8(14),15-diene",Class I
A0A1Z3GC64,ent-copalyl diphosphate,ent-kaurene,Class I
A0A1Z3GBK8,ent-copalyl diphosphate,ent-atiserene,Class I
A0A1Z3GBK8,ent-copalyl diphosphate,ent-kaurene,Class I
A0A1Y1C7Q5,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A1Y1C7Q5,"(2E,6E,10E,14E)-GFPP",quiannulatene,Class I
A0A1Y1C7Q5,dimethylallyl PP; 4 isopentenyl PP,all-trans-pentaprenyl diphosphate(3−),prenyl
A0A1X9ISH5,(+)-copalyl diphosphate,miltiradiene,Class I
A0A1X9ISH5,(+)-copalyl diphosphate,nezukol,Class I
A0A1X9IRQ7,"(2E,6E,10E)-GGPP","5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
A0A1W6QDJ1,"(2E,6E,10E)-GGPP","5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
A0A1W6QDI7,(+)-copalyl diphosphate,miltiradiene,Class I
A0A1W6GW32,"(2E,6E)-FPP",(−)-5-epi-eremophilene,Class I
A0A1W6GW18,"(2E,6E)-FPP",(−)-5-epi-eremophilene,Class I
A0A1W6GW06,"(2E,6E)-FPP",(−)-5-epi-eremophilene,Class I
A0A1V1FVQ6,"(2E,6E,10E,14E)-GFPP",ophiobolin F,Class I
A0A1V1FVQ6,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
A0A1V1FVQ6,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A1V0QSG6,"(2E,6E)-FPP",allo-aromadendrene,Class I
A0A1V0QSF6,"(2E,6E)-FPP",δ-selinene,Class I
A0A1V0QSF3,"(2E,6E)-FPP",(+)-valencene,Class I
A0A1V0QSF3,"(2E,6E)-FPP",γ-eudesmol,Class I
A0A1V0QSF2,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A1V0QSA8,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A1V0E4A6,"(2E,6E)-FPP",δ-cadinol,Class I
A0A1V0E492,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A1V0D8Y5,(2E)-GPP,(+)-car-3-ene,Class I
A0A1U8QLG8,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
A0A1U8QLG8,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
A0A1U8QLG8,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A1U8QHE3,"(2E,6E,10E)-GGPP","ent-pimara-8(14),15-diene",Class II
A0A1U8I4V5,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
A0A1S5RW73,"(2E,6E,10E)-GGPP",(−)-kolavenyl diphosphate,Class II
A0A1S4CZT8,copal-8-ol diphosphate(3−),cis-abienol,Class I
A0A1S4C9W7,"(2E,6E,10E)-GGPP",cis-abienol,Class II
A0A1S3ZET1,(2E)-GPP,(−)-camphene,Class I
A0A1P8B2H6,"(S)-2,3-epoxysqualene",cycloartenol,Class II
A0A1P8AW29,"(S)-2,3-epoxysqualene","tirucalla-7,24-dien-3β-ol",Class II
A0A1P8AVI0,"(S)-2,3-epoxysqualene",β-amyrin,Class II
A0A1P7Y0D4,"(2E,6E)-FPP",squalene,prenyl
A0A1P7Y0C9,"(2E,6E)-FPP",squalene,prenyl
A0A1P7Y0A2,"(2E,6E)-FPP",squalene,prenyl
A0A1N7T9S7,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
A0A1M6RNB3,"(2E,6E,10E)-GGPP",chrysodiene,Class I
A0A1L9WUI2,"(2E,6E)-FPP","dauca-4,7-diene",Class I
A0A1L9UKS1,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A1L9UKS1,"(2E,6E,10E)-GGPP",variediene,Class I
A0A1L9UKS1,dimethylallyl PP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A0A1L7VZE7,"(2E,6E)-FPP","(1R,4R,5S)-(−)-guaia-6,10(14)-diene",Class I
A0A1L7U8F2,"(2E,6E)-FPP","(1R,4R,5S)-(−)-guaia-6,10(14)-diene",Class I
A0A1L7NYG3,"(2E,6E)-FPP",(+)-α-bisabolol,Class I
A0A1L7NYG2,"(2E,6E)-FPP",koidzumiol,Class I
A0A1L7NYF8,"(2E,6E)-FPP","(E,R)-α-bisabolene",Class I
A0A1L7NYF8,"(2E,6E)-FPP",(+)-α-bisabolol,Class I
A0A1L6Z3A5,"(2E,6E)-FPP","(E,R)-α-bisabolene",Class I
A0A1L6Z3A0,"(2E,6E,10E)-GGPP",pseudolaratriene,Class I
A0A1L5YKS7,"(2E,6E)-FPP",(−)-α-gurjunene,Class I
A0A1L5YKS7,"(2E,6E)-FPP",5-hydroxy-α-gurjunene,Class I
A0A1L2D3T3,"(2E,6E)-FPP",10-epi-juneol,Class I
A0A1L2D3T3,"(2E,6E)-FPP",τ-cadinol,Class I
A0A1L1WGF5,"(2E,6E)-FPP",α-selinene,Class I
A0A1L1WGD9,"(2E,6E)-FPP",β-elemol,Class I
A0A1L1WGD9,"(2E,6E)-FPP",guaiol,Class I
A0A1L1WGC4,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
A0A1L1WGC4,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
A0A1L1WGB8,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
A0A1L1WGB8,"(2E,6E)-FPP",α-muurolene,Class I
A0A1J0CQA6,"(2E,6E)-FPP",Δ6-protoilludene,Class I
A0A1J0CQA2,"(2E,6E)-FPP",Δ6-protoilludene,Class I
A0A1J0CQ97,"(2E,6E)-FPP",β-acoradiene,Class I
A0A1J0CQ92,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
A0A1J0CQ92,"(2E,6E)-FPP",γ-curcumene,Class I
A0A1J0CQ90,"(2E,6E)-FPP",bicycloelemene,Class I
A0A1J0CQ90,"(2E,6E)-FPP",bicyclogermacrene,Class I
A0A1J0CQ86,"(2E,6E)-FPP",γ-curcumene,Class I
A0A1I9LTE4,"(S)-2,3-epoxysqualene",lanosterol,Class II
A0A1H0BVV7,"(2E,6E,10E)-GGPP",spiroalbatene,Class I
A0A1H0BVV7,"(2E,6E,10E)-GGPP",thunbergol,Class I
A0A1G9S4L4,"(2E,6E,10E)-GGPP",(S)-(+)-cembrene A,Class I
A0A1F5LDE4,"(2E,6E,10E)-GGPP",penichrysol,Class I
A0A1D8PI71,"(2E,6E)-FPP",squalene,prenyl
A0A1D8PH78,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
A0A1D8PH78,isopentenyl PP; (2E)-GPP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
